name,base_macro_f1,calibrated_macro_f1,fold_scores,class_weights
lgbm_leaves63,0.7250943992065605,0.7477115375113487,"[0.6715039720214908, 0.7610731613894716, 0.6817303264612979, 0.7645102063086747, 0.7454042394755662]","[0.41646686501926233, 0.45552879062078394, 5.859916378482797, 0.896052162738041, 1.3118407134535903, 0.765240416181261]"
